4|società, civilizzazione, cultura
43C371|esercizi ginnici con bastoni, manubri, ecc.
43C38|esercizi ginnici con attrezzi
43C381|anelli (ginnastica)
43C382|asse d'equilibrio
43C383|cavallo (ginnastica)
43C384|parallele (ginnastica)
43C39|combattimento (sport)
43C391|pugilato (sport)
43C392|lotta (sport)
43C393|jiu-jitzu, judo, ecc.
43C394|scherma (sport)
43C3941|fioretto (~ scherma)
43C3942|sciabola (~ scherma)
43C395|tiro alla fune
43C396|gare di combattimenti
43C3961|combattimenti di gladiatori
43C39611|combattimento tra uomini e animali
43C39612|combattimento tra animali, p.es. leone e orso
43C3962|'pas d'armes' (contesa fra due gruppi per un passo o un ponte, ecc.)
43C3963|torneo
43C39631|giostra, contesa
43C396311|giostra senza barriera
43C396312|giostra contesa con barriera
43C3964|(altre) forme di contesti cavallereschi
43C39641|'Buhurt', 'Bouhourt' (contesto medievale)
43C39642|'Quintaine' (contesto medievale)
43C397|tornei sportivi
43C3971|giochi olimpici in età moderna
43C3972|altre gare di atletica
43C4|giochi di abilità
43C41|giochi con la palla
43C411|calcio, football (antiche denominazioni: soule, choule, cholle)
43C4111|rugby
43C4112|football americano
43C412|giochi con la palla in cui si usano le mani (giochi di squadra)
43C4121|pallamano
43C4122|pallacanestro
43C4123|pallavolo
43C4124|pallanuoto
43C413|giochi nei quali la palla viene colpita con un oggetto di legno (giochi di squadra
43C4131|lacrosse
43C4132|hockey
43C41321|hokey sul ghiaccio
43C4133|polo (a cavallo)
43C4134|cricket (gioco con la palla)
43C4135|baseball
43C4136|stick ball
43C414|giochi nei quali la palla viene colpita o battuta con un bastone (giochi individuali
43C4141|'maille' (gioco con la palla)
43C4142|golf
43C4143|'kolf' (gioco con la palla)
43C41431|'kolf' sul ghiaccio
43C4144|croquet
43C4145|biliardo
43C415|giochi in cui la palla viene colpita con una racchetta (o con la mano)
43C4151|tennis, tennis su prato
43C4152|ping-pong
43C4153|'jeu de Paume'
43C4154|'jeu de volant', volano
43C4155|tennis con le mani, palla muro
43C416|giochi in cui una palla o una boccia viene fatta rotolare
43C4161|'jeu de boules'
43C4162|bowling
43C4163|lanciare una palla attraverso un anello sul terreno
43C4164|gioco dei birilli
43C417|lanciare la palla
43C4171|cup and ball, bilboquet
43C418|flipper
43C42|tirare a segno
43C421|tirare con arco e frecce, tiro con l'arco
43C4211|tiro all'uccello (su un palo)
43C4212|colpo vincente
43C422|tiro a segno con un revolver o altra pistola (~ giochi di abilità)
43C423|tiro a segno con un fucile, fucile da caccia o altra arma da fuoco a canna lunga (~ giochi di abilità)
43C424|bersaglio (~ tiro a segno)
43C43|'jeu de tonneau'
43C431|lanciare un disco nel buco in un barile
43C432|piastrelle
43C44|yoyo
43C441|air top, diabolo, rocchetto per il 'diabolo'
43C45|giostrare con l'anello
43C5|giochi di calcolo e di fortuna, p.es.: giochi di carte, giochi d'azzardo, giochi di pazienza, ecc.
43C51|giochi di carte
43C511|baro
43C512|carte da gioco
43C5121|jolly joker
43C513|solitario (gioco di carte)
43C52|giochi con la scacchiera
43C521|scacchi
43C5211|pezzi degli scacchi
43C5212|uomo e donna che giocano a scacchi, la donna vince
43C522|tric-trac, tavola reale
43C523|dama
43C5231|pedine
43C53|giochi di fortuna con un tabellone
43C531|gioco dell'oca
43C532|monopoli (gioco di fortuna con un tabellone)
43C54|domino
43C55|giochi con i dadi
43C551|trucco ~ gioco dei dadi
43C552|dado
43C56|scommettere
43C561|scommesse nello sport
43C562|roulette
43C57|tombola
43C58|riffa, lotteria
43C581|tirare a sorte
43C582|totalizzatore, puntata
43C59|rompicapo, rebus, indovinello, enigma
43C591|sciarada
43C592|parole incrociate
43C593|puzzle
43C6|giochi di gruppo o in comitiva
43C61|gioco con penitenza
43C62|gioco della sedia
43C63|giochi per tante persone con implicazioni erotiche, p.es. gara di baci
43C631|schiaffo del soldato, 'haute coquilles', 'la main chaude' (giochi per tante persone)
43C64|salto alla cavallina (giochi per tante persone)
43C68|adulti che giocano giochi di bambini
43C69|zuffa
43C7|giochi e divertimenti dei bambini
43C71|giochi senza giocattoli
43C711|giochi in cui si corre (bambini)
43C7111|semplici giochi in cui si corre
43C71111|correre (~ giochi)
43C71112|acchiapparella (~ giochi in cui si corre)
43C71113|'red rover, red light?' e giochi simili
43C7112|giochi con gare
43C71121|fare prigionieri ~ giochi di bambini
43C71122|prendere possesso di un territorio ~ giochi di bambini
43C71123|acchiappare, toccare, in gruppi ~ giochi di bambini
43C7113|giochi in cui si corre e ci si nasconde
43C71131|nascondino
43C7114|giochi in cui si corre eseguiti in circolo
43C7115|giochi in cui si corre che hanno per spunto una storia
43C7116|Il Ponte di Londra e altri giochi che coinvolgono archi e ponti
43C7117|giochi in cui i giocatori formano un serpente o una catena
43C71171|trenino (giochi in cui i giocatori formano un serpente o una catena)
43C7118|giochi in cui si rotea, girandola
43C712|giochi in cui si salta
43C7121|semplici giochi in cui si salta
43C7122|cavallina e varianti
43C7123|tre tre giù giù e varianti
43C7124|gioco del mondo
43C7125|altri giochi (giochi in cui si salta)
43C71251|salto mortale, capitombolo, capriola ~ giochi in cui si salta
43C71252|stare a testa in giù ~ giochi in cui si salta
43C71253|camminare a quattro zampe ~ giochi in cui si salta
43C71254|fare la ruota ~ giochi in cui si salta
43C7126|saltare fossi (giochi in cui si salta)
43C71261|saltare fossi con un'asta (giochi in cui si salta)
43C713|giochi in cui si balla (giochi di bambini)
43C7131|semplici giochi in cui si balla
43C7132|giochi con la corda
43C7133|danzare in cerchio o in quadrato (giochi di bambini)
43C7134|danzare in file (giochi di bambini)
43C714|giochi in cui si lancia
43C7141|semplici giochi in cui si lancia
43C7142|lanciare pietre (giochi in cui si lancia)
43C7143|lanciare bastoni (giochi in cui si lancia)
43C7144|lanciare monete (giochi in cui si lancia)
43C7145|lanciare frutta (giochi in cui si lancia)
43C7146|giochi con la palla (giochi di bambini)
43C71461|giochi con la palla per una sola persona
43C71462|lanciare e prendere la palla (giochi di bambini)
43C71463|colpire la palla con un bastone, ecc. (giochi di bambini)
43C71464|calciare la palla (giochi di bambini)
43C7147|giochi con le bocce (giochi di bambini)
43C7148|altri giochi in cui si lancia
43C71481|lanciare anelli, ecc. (giochi di bambini)
43C715|giochi con dita e pugni
43C7151|semplici giochi con le mani
43C71511|ombre cinesi (~ giochi con le mani)
43C71512|giochi con lacci e dita (ripiglino, ecc.)
43C7152|giochi in cui si battono le mani
43C71521|mettere le mani o i pugni uno sopra l'altro (giochi di bambini)
43C71522|far scoppiare sacchetti di carta (giochi di bambini)
43C7153|conta
43C7154|giochi con le dita
43C7155|filastrocche in cui si usano le dita
43C716|giochi di mestieri, giochi imitativi, imitazione degli adulti
43C717|giochi da indovinare (bambini)
43C7171|semplici giochi da indovinare
43C7172|giochi di ricerca (cercare oggetti nascosti)
43C71721|seguire una traccia (~ giochi di ricerca)
43C7173|giochi di profezia, di chiromanzia
43C7174|tirare a sorte ~ giochi di bambini
43C7175|giochi con gli occhi bendati
43C71751|mosca cieca
43C718|giochi in cui si dondola
43C7181|dondolare
43C7182|dondolare la culla ~ giochi di bambini
43C7183|stare a cavalcioni
43C7184|giochi in cui si trasportano bambini
43C71841|a cavalluccio, sulle spalle
43C719|zuffa; lotta
43C72|giochi in cui si usano oggetti particolari (biglie, trottola, cerchio, ecc.)
43C721|(giocare a) biglie
43C7211|(giocare a) biglie (con la buca)
43C722|(giocare con) la trottola
43C7221|far girare la trottola
43C7222|lanciare la trottola
43C723|(far rotolare un) cerchio
43C7231|far girare il cerchio in orizzontale
43C724|(far volare) l'aquilone
43C7241|(far volare un) palloncino a elio
43C725|(camminare sui) trampoli
43C726|(giocare agli) atragali
43C727|pattinare a rotelle, pattini a rotelle
43C73|bambino e natura (giochi e divertimenti)
43C731|bambino che imita animali
43C732|bambino che ruba nidi di uccelli
43C7321|andare a caccia di uova di uccelli (bambini)
43C733|bambino che molesta animali
43C734|bambino che gioca con gli animali
43C735|bambino e piante (giochi e divertimenti)
43C736|bambino e fenomeni naturali
43C7361|bambino e pioggia
43C737|giocare con neve e ghiaccio
43C7371|scivolare (giocare con neve e ghiaccio)
43C7372|(fare un) pupazzo di neve
43C73721|fare una palla di neve
43C7373|lanciare palle di neve
43C7374|con una sedia sul ghiaccio
43C7379|andare sul ghiaccio ~ giochi di bambini
43C74|bambino in relazione ad ambiente e tempo
43C741|bambino e calendario ~ giochi e divertimenti dei bambini
43C741(...)|bambino e calendario ~ giochi e divertimenti dei bambini (con la DATA)
43C742|bambino e scuola (~ giochi e divertimenti)
43C7421|vacanze
43C7422|gite scolastiche
43C7423|giochi a scuola
43C7424|discolo (a scuola)
43C7425|marinare la scuola
43C743|bambino e arte
43C7431|'musica' di bambini
43C74311|orchestra di pentole e coperchi, musica rudimentale
43C74312|fischiare con un fischietto fatto in casa
43C74313|sonaglio, fatto con una vescica contenente dei piselli ~ giochi di bambini
43C7432|bambini che suonano strumenti musicali
43C74321|bambini che suonano strumenti musicali (antichi)
43C74322|(bambini che suonano) strumenti da parco dei divertimenti
43C7433|bambini che cantano
43C75|giochi e comportamenti molesti, birichinate
43C751|insultare, schiamazzare ~ giochi e comportamenti molesti, birichinate di bambini
43C752|fare dispetti (giochi e divertimenti dei bambini)
43C7521|togliere oggetti a bambini piccoli
43C753|suonare i campanelli delle porte (fare birichinate)
43C754|comportamento da 'bulletti'
43C755|vandalismo (fare birichinate)
43C76|prima e dopo il gioco
43C761|fare la conta (prima del gioco)
43C762|altri modi per decidere 'chi sta sotto'
43C767|andare a casa dopo il gioco
43C768|espellere, eliminare ~ gioco
43C769|eliminato durante un gioco, fine di una fase del gioco
43C77|altri giochi di bambini
43C771|leggere libri illustrati
43C772|libri per bambini
43C7721|immagini per bambini
43C78|(giocare con) giocattoli
43C781|(giocare con) elementi per costruzioni
43C7811|elementi da accatastare
43C7812|(giocare con) cubi
43C7813|(giocare con) meccano
43C7814|(giocare con) costruzioni da ritagliare
43C7815|costruire modellini di case
43C7816|costruire modellini (di macchine o veicoli)
43C782|(giocare con) giocattoli che si muovono
43C7821|(giocare con) bambole che ballano
43C7822|(giocare con) giocattoli che fanno capriole
43C7823|(giocare con) mulini giocattolo
43C7824|altri giocattoli che si muovono
43C783|(giocare con) giocattoli meccanici
43C7831|(giocare con) macchina a vapore
43C7832|(giocare con) macchina a motore
43C7833|giocattoli azionati da meccanismi a vapore o da motore (a esclusione di veicoli)
43C784|(giocare con) giocattoli ~ trasporto
43C7841|(giocare con) veicoli a ruote
43C78411|(giocare con) carriola, carro
43C78412|(giocare con) automobili ~ giocattoli
43C78413|(giocare con) macchine a rotaie (montagne russe, ecc.) ~ giocattoli
43C78414|(giocare con) treno
43C7842|(giocare con)giocattoli ~ acqua
43C78421|(giocare con) barche
43C78422|(giocare con) yacht
43C78423|(giocare con) barca a motore
43C7843|(giocare con) giocattoli ~ aria
43C78431|(giocare con) aeroplani
43C78432|(giocare con) aeroplani a motore
43C78433|(giocare con) missili
43C785|(giocare con) giocattoli ~ soffiare
43C7851|fare bolle di sapone (giochi e divertimenti dei bambini)
43C7852|giocattoli azionati soffiando
43C786|(giocare con) giocattoli che riguardano la casa
43C7861|piatti giocattolo
43C78611|servizio da tè giocattolo
43C7862|cucina giocattolo
43C78621|forno o macchina del gas giocattolo
43C7863|casa giocattolo, casa di bambola
43C787|(giocare con) bambole, animali giocattolo
43C7871|(giocare con) bambole
43C78711|abiti da bambola
43C78719|bambole per adulti
43C7872|(giocare con) animali giocattolo
43C78721|cavalluccio di legno
43C78722|cavallo a dondolo
43C78729|animali giocattolo per adulti; portafortuna, ecc.
43C788|incollare, intrecciare, ecc. (giochi e divertimenti dei bambini)
43C7881|libri da incollare (giochi e divertimenti dei bambini)
43C7882|intrecciare, tessere (giochi e divertimenti dei bambini)
43C7883|lavori d'ago (giochi e divertimenti dei bambini)
43C789|altri giochi (giocare con giocattoli)
43C7891|imitazioni in miniatura (giochi e divertimenti dei bambini)
43C8|terreni, campi, strutture e impianti per sport, giochi e prove atletiche
43C81|spogliatoio ~ sport
43C9|danza
43C91|persona che balla da sola, solista
43C911|uomo che balla da solo
43C912|donna che balla da sola
43C92|danza in due: uomo e donna che ballano in coppia
43C921|due donne che ballano in coppia
43C922|due uomini che ballano in coppia
43C923|invito alla danza
43C93|più di una coppia che danza
43C93(...)|più di una coppia che danza (col MUMERO di coppie)
43C94|ballo in gruppo
43C941|ballo in gruppo tra classi elevate
43C942|danze popolari (uomini e donne insieme)
43C9421|gruppo di uomini (danza popolare)
43C9422|gruppo di donne (danza popolare)
43C943|ballo in gruppo intorno a qualcuno o a qualcosa (danza popolare)
43C95|ballare la giga, sfilare ballando, danza a catena in strada
43CC114|cacciatore - CC - cacciatrice
43CC1141|riunione 'départ pour la chasse' - CC - cacciatrice
43CC1142|cacciatori che cacciano (N.B.: In 1988-1990 il codice denotata il concetto di 43C11421 'cacciatori che riposano durante la caccia') - CC - cacciatrice
43CC11421|cacciatori che riposano durante la caccia - CC - cacciatrice
43CC1143|battitori (~ caccia) - CC - cacciatrice
43CC1144|suonare il corno da caccia - CC - cacciatrice
43CC1145|'halali' (~ caccia) - CC - cacciatrice
43CC1146|ritratto di gruppo di cacciatori - CC - cacciatrice
43CC1149|ritorno dalla caccia - CC - cacciatrice
43CC11491|casino di caccia, padiglione di caccia, 'rendez-vous de chasse', 'Jagdschloss' - CC - cacciatrice
43CC737|giocare con neve e ghiaccio - CC - adulto/i ~ neve e ghiaccio
43CC7371|scivolare (giocare con neve e ghiaccio) - CC - adulto/i ~ neve e ghiaccio
43CC7372|(fare un) pupazzo di neve - CC - adulto/i ~ neve e ghiaccio
43CC73721|fare una palla di neve - CC - adulto/i ~ neve e ghiaccio
43CC7373|lanciare palle di neve - CC - adulto/i ~ neve e ghiaccio
43CC7374|con una sedia sul ghiaccio - CC - adulto/i ~ neve e ghiaccio
43CC7379|andare sul ghiaccio ~ giochi di bambini - CC - adulto/i ~ neve e ghiaccio
43D|altre attività del tempo libero
43D1|lavori manuali, passatempo, hobbies (attività del tempo libero)
43D2|collezionare (attività del tempo libero)
44|stato; legge; vita politica
44A|simboli dello stato (in generale)
44A1|stemma, blasone (come simbolo dello stato, ecc., non di persona o famiglia)
44A11|divisa, emblema (come simbolo dello stato, ecc., non di persona o famiglia)
44A2|sigillo (come simbolo dello stato, ecc., non di persona o famiglia)
44A21|altre insegne regie non personali, p.es. catena di sindaco
44A3|bandiera, colori (come simbolo dello stato, ecc.)
44A31|insegna, stendardo (come simbolo dello stato, ecc.)
44A311|alfiere, portabandiera
44A32|asta della bandiera
44A4|decorazioni, onorificenze (come simbolo dello stato, ecc.)
44A5|altri simboli di singole nazioni, stati, distretti, ecc.
44A51|personificazioni di paesi, nazioni, stati, distretti, ecc.
44A51(...)|personificazioni di paesi, nazioni, stati, distretti, ecc. (col NOME)
44B|governo, lo Stato; 'Politica', 'Auttorità o Potestà' (Ripa
44B0|sistemi di governo
44B01|monarchia; 'Monarchia mondana' (Ripa)
44B011|aristocrazia; 'Aristocratia' (Ripa)
44B02|democrazia; 'Democratia' (Ripa)
44B03|repubblica; 'Governo della Republica' (Ripa)
44B04|sistema coloniale
44B041|imperialismo
44B09|dittatura, tirannia; 'Tirannide' (Ripa)
44B091|ragione di stato; 'Ragione di Stato' (Ripa)
44B1|governatore, signore, sovrano
44B10|virtù del sovrano
44B11|ranghi ~ signore, sovrano
44B111|serie di sovrani
44B1111|dinastia
44B112|imperatore
44B1121|mito del ritorno dell'imperatore
44B113|re
44B114|altro sovrano
44B114(...)|altro sovrano (col TITOLO)
44B114(DOGE)|altro sovrano: doge
44B115|presidente ~ capo della repubblica
44B1151|vicepresidente
44B116|reggente, sostituto; viceré
44B1161|statolder
44B117|signore feudale
44B1171|vassallo
44B119|tiranno, dittatore
44B12|atti ufficiali del sovrano, p.es.: atti regali (sovrano che dà udienza, concede clemenza, ecc.; sovrano e i suoi sudditi
44B121|udienza; sovrano che dà udienza
44B1211|sala del trono
44B1212|trono
44B122|investitura fatta dal sovrano
44B1221|sovrano che concede titoli nobiliari
