2|natura
31EE23623|morte violenta per sventramento, svisceramento, estirpazione degli intestini - EE - morte non certa; persona ferita
31EE23624|morte violenta per squartamento - EE - morte non certa; persona ferita
31EE23625|morte violenta per accecamento - EE - morte non certa; persona ferita
31EE2363|morte violenta per scorticare - EE - morte non certa; persona ferita
31EE2364|morte violenta per svenare - EE - morte non certa; persona ferita
31EE2365|morte violenta per gettare alle belve - EE - morte non certa; persona ferita
31EE237|morte violenta per cause psicologiche - EE - morte non certa; persona ferita
31EE238|cercare la morte, suicidio - EE - morte non certa; persona ferita
31EE2381|autosacrificarsi, morte in nome di uno scopo superiore - EE - morte non certa; persona ferita
31EE2382|suicidio per disperazione - EE - morte non certa; persona ferita
31F|simboli e personificazioni della Morte
31F1|simboli della Morte
31F11|teschio come simbolo della Morte
31F111|teschio come segnale di pericolo
31F12|ossa come simbolo della Morte
31F2|personificazioni della Morte; 'Morte' (Ripa)
31F21|Morte come bambino
31F22|Morte come giovane
31F23|Morte come uomo
31F24|Morte come vecchio
31F25|Morte come cadavere (in decomposizione)
31F26|Morte come scheletro
31F27|Morte come essere demoniaco
31F3|danza macabra; la Morte insieme con uno o più esseri umani
31F31|la Morte danza con più di una persona
31F31(...)|la Morte danza con più di una persona (col NUMERO delle persone)
31F32|la Morte danza con una persona
31F33|la Morte combatte con la Vita, o con i vivi
31F331|la Morte sconfigge la Vita o i vivi
31F34|la Morte sconfitta
31FF2|personificazioni della Morte; 'Morte' (Ripa) - FF - Morte come essere femminile
31FF21|Morte come bambino - FF - Morte come essere femminile
31FF22|Morte come giovane - FF - Morte come essere femminile
31FF23|Morte come uomo - FF - Morte come essere femminile
31FF24|Morte come vecchio - FF - Morte come essere femminile
31FF25|Morte come cadavere (in decomposizione) - FF - Morte come essere femminile
31FF26|Morte come scheletro - FF - Morte come essere femminile
31FF27|Morte come essere demoniaco - FF - Morte come essere femminile
31G|l'anima
31G1|l'anima durante la vita
31G2|l'anima al momento della morte
31G3|l'anima dopo la morte
31G31|l'anima lascia il corpo in forma di un piccolo essere umano
31G311|l'anima portata al Cielo dagli angeli
31G32|il viaggio dell'anima
31G321|la nave dei morti
31G322|angelo che guida un'anima al Cielo, psicopompo, 'psychopompos'
31G33|l'anima giudicata; l'anima davanti al suo giudice
31G331|l'anima viene pesata
31G332|apertura del libro della vita
31G34|l'anima condannata; 'Anima dannata' (Ripa)
31G35|angeli e diavoli combattono per l'anima
31G36|l'anima si avvia alla sua definitiva destinazione
31G361|il diavolo porta via l'anima
31G4|l'anima nell'eternità
32|tipi umani; genti, popoli e nazionalità
32A|tipi umani
32A1|i quattro temperamenti; 'Complessione' (Ripa)
32A11|temperamento collerico
32A110|'Colerico (per il fuoco)' (Ripa)
32A12|temperamento sanguigno
32A120|'Sanguigno (per l'aria)' (Ripa)
32A13|temperamento flemmatico
32A130|'Flemmatico (per l'acqua)' (Ripa)
32A14|temperamento melanconico
32A140|'Melanconico (per la terra)', 'Malinconia' (Ripa)
32A141|'Weltschmerz'
32A2|grasso e magro (tipi umani)
32A21|grasso (tipo umano)
32A210|'Grassezza' (Ripa)
32A211|steatopigo (tipo umano)
32A22|magro (tipo umano
32A3|ottimista e pessimista (tipi umani)
32A31|ottimista
32A32|pessimista
32A4|vari tipi umani
32A41|ascetico
32A42|codardo, vile
32A43|ghiottone
32A44|avaro
32A45|parassita, scroccone
32A46|fannullone
32A49|altri tipi umani
32A49(...)|altri tipi umani (col NOME)
32A5|caricature (tipi umani)
32A6|fisiognomia
32A61|frenologia
32A62|chironomia
32A7|caratteri (tipi umani)
32A8|passioni, emozioni, affetti
32B|popoli; gruppi etnici; nazionalità
32B1|l'uomo preistorico
32B11|ricostruzione dell'uomo preistorico
32B11(...)|ricostruzione dell'uomo preistorico (con NOME)
32B11(NEANDERTHAL)|ricostruzione dell'uomo preistorico: Neanderthal
32B12|ricostruzione della vita e della cultura dell'uomo preistorico
32B2|popoli e nazionalità 'storici’
32B2(...)|Popoli e nazionalità storici (con NOME)
32B2(AMBRONES)|Popoli storici: Ambrones
32B2(AZTEC)|Popoli storici: Aztechi
32B2(BATAVIANS)|Popoli storici: Bataviani
32B2(CARIANS)|Popoli storici: Carians
32B2(CARTHAGINIANS)|Popoli storici: i Cartaginesi
32B2(GAULS)|Popoli storici: Galli
32B2(GOTHS)|Popoli storici: Goti
32B2(LYDIANS)|Popoli storici: Lidi
32B2(OSCI)|Popoli storici: Osci
32B2(PHOENICIANS)|Popoli storici: Fenici
32B2(ROMANS)|Popoli storici: i Romani
32B2(SCYTHIANS)|Popoli storici: Sciti
32B2(TEUTONS)|Popoli storici: Teutoni
32B2(THRACIANS)|Popoli storici: Traci
32B3|popoli e nazionalità (diversi da quelli preistorici o ’storici’)
32B31|Popoli europei
32B311|popoli indigeni europei
32B311(...)|popoli indigeni europei (con NOME)
32B311(ALBANIANS)|Europei: albanesi
32B311(BELGIANS)|Europei: belgi
32B311(BRITONS)|Europei: britannici
32B311(BULGARIANS)|Europei: bulgari
32B311(CROATS)|Europei: croati
32B311(CZECHS)|Europei: cechi
32B311(DANES)|Europei: danesi
32B311(DUTCH)|Europei: olandesi
32B311(ENGLISH)|Europei: inglese
32B311(FLEMINGS)|Europei: fiamminghi
32B311(FRENCH)|Europei: francesi
32B311(GERMANS)|Europei: tedeschi
32B311(GREEKS)|Europei: greci
32B311(HUNGARIANS)|Europei: ungheresi
32B311(IRISH)|Europei: irlandesi
32B311(ITALIANS)|Europei: italiani
32B311(POLES)|Europei: polacchi
32B311(PORTUGUESE)|Europei: portoghesi
32B311(RUMANIANS)|Europei: rumeni
32B311(RUSSIANS)|Europei: russi
32B311(SCOTS)|Europei: scozzesi
32B311(SERBIANS)|Europei: serbi
32B311(SLAVS)|Europei: slavi
32B311(SLOVAKS)|Europei: slowakiani
32B311(SPANIARDS)|Europei: spagnoli
32B311(SWEDES)|Europei: svedesi
32B311(WALLOONS)|Europei: valloni
32B312|(discendenti di) emigranti europei, persona che emigra dall'Europa
32B312(...)|(discendenti di) emigranti europei, persona che emigra dall'Europa (con NOME di DESTINAZIONE)
32B312(AMERICA)|(discendenti di) emigranti europei in America
32B312(AUSTRALIA)|(discendenti di) emigranti europei in Australia
32B313|Immigrati europei, persona che emigra in Europa
32B313(...)|Immigrati europei (con NOME DI ORIGINE)
32B313(MOROCCO)|Immigrati europei dal Marocco
32B313(SRI LANKA)|Immigrati europei dallo Sri Lanka
32B32|Popoli africani, africani
32B32(...)|Popoli africani, africani (con NOME)
32B32(TUNISIANS)|Africani: tunisini
32B321|popolazioni (indigene) dell'Africa subsahariana
32B321(...)|popoli (indigeni) dell'Africa subsahariana (con NOME)
32B321(BANTUS)|popolo dell'Africa subsahariana: popoli bantu
32B321(NIGERIANS)|popolo dell'Africa subsahariana: nigeriani
32B3211|Americani con radici africane, afroamericani
32B3212|(discendenti di) emigranti africani, persona che emigra dall'Africa
32B3212(...)|(discendenti di) emigranti africani, persona migrante dall'Africa (con NOME di DESTINAZIONE)
32B3212(AMERICA)|(discendenti di) emigranti africani in America
32B3212(GREAT BRITAIN)|(discendenti di) emigranti africani in Gran Bretagna
32B3212(ISRAEL)|(discendenti di) emigranti africani in Israele
32B3213|Immigrati africani, persona che emigra in Africa
32B3213(...)|Immigrati africani (con NOME di ORIGINE)
32B3213(GREAT BRITAIN)|Immigrati africani dalla Gran Bretagna
32B3213(INDIA)|Immigrati africani dall'India
32B3213(THE NETHERLANDS)|Immigrati africani dai Paesi Bassi
32B33|Popoli asiatici, asiatici
32B33(...)|Popoli asiatici, asiatici (con NAME)
32B33(INDIANS)|Popoli asiatici, asiatici: indiani
32B33(PERSIANS)|Popoli asiatici, asiatici: persiani
32B33(TURKS)|Popoli asiatici, asiatici: turchi
32B331|popolazioni indigene dell'Asia centrale e orientale
32B3311|Cinese
32B3312|Giapponese
32B3313|Mongoli
32B3314|Coreani
32B332|(discendenti di) emigranti asiatici, persona che emigra dall'Asia
32B332(...)|(discendenti di) emigranti asiatici (con NOME di DESTINAZIONE)
32B332(AUSTRALIA)|(discendenti di) emigranti asiatici in Australia
32B333|Immigrati asiatici, persona che emigra in Asia
32B333(...)|Immigrati asiatici (con NOME di ORIGINE)
32B333(EUROPE)|Immigrati asiatici dall'Europa
32B34|Popoli americani, americani
32B341|popolazioni indigene delle regioni artiche americane
32B341(...)|popolazioni indigene delle regioni artiche americane (con NOME)
32B341(INUIT)|popolazioni indigene delle regioni artiche: Inuit
32B341(INUPIAT)|popolazioni indigene delle regioni artiche: Inupiat
32B341(YUPIK)|popolazioni indigene delle regioni artiche: Yupik
32B342|popolazioni indigene del Nord America
32B342(...)|popolazioni indigene del Nord America (con NOME)
32B342(SHOSHONE)|popolazioni indigene del Nord America: Shoshone
32B342(SIOUX)|popolazioni indigene del Nord America: Sioux
32B343|popolazioni indigene dell'America centrale
32B344|popolazioni indigene del Sud America
32B345|popolazioni indigene dei Caraibi
32B346|(discendenti di) emigranti americani, persona che emigra dall'America
32B346(...)|(discendenti di) emigranti americani (con NOME di DESTINAZIONE)
32B346(JAPAN)|(discendenti di) emigranti americani in Giappone
32B347|Immigrati americani, persona che emigra in America
32B347(...)|Immigrati americani, (con NOME di ORIGINE)
32B347(IRELAND)|Immigrati americani: Irlanda
32B347(SOMALIA)|Immigrati americani: Somalia
32B35|Popoli australiani e oceanici, australiani e oceaniani
32B351|popolazioni indigene dell'Australia e dell'Oceania
32B351(...)|popolazioni indigene dell'Australia e dell'Oceania (con NOME)
32B351(PAPUANS)|popolazioni indigene dell'Australia e dell'Oceania: Papua
32B351(POLYNESIANS)|popolazioni indigene dell'Australia e dell'Oceania: Polinesiani
32B351(NARUNGGA)|popolazioni indigene dell'Australia e dell'Oceania: Narungga
32B352|(discendenti di) emigranti australiani e oceanici, persone che migrano dall'Australia o dall'Oceania
32B352(...)|(discendenti di) emigranti australiani e oceanici (con NOME di DESTINAZIONE)
32B353|Immigrati australiani e dell'Oceania, persona che emigra in Australia o Oceania
32B353(...)|Immigrati australiani e oceanici (con NOME di ORIGINE)
32B36|popoli "primitivi", "premoderni"
32B37|Popoli pigmei (nella leggenda, nella letteratura e nell'etnografia)
32B371|Popoli pigmei africani
32B371(...)|Popoli pigmei africani (con NOME)
32B371(AKA)|Popoli pigmei africani: Aka
32B3711|San
32B3712|Khoikhoi
32B372|Popoli pigmei della Nuova Guinea
32B38|persone di radici miste
32B381|persone di ascendenza afro-caucasica
32B382|Eurasiatico, persone di origine europea e asiatica
32B383|persone di origini sudamericane spagnole e indigene
32B39|(ancora altre) razze e popoli umani
32B39(...)|(ancora altre) razze e popoli umani (con NOME)
32C|classificazione scientifica di razze umane
33|relazioni, rapporti tra singoli individui
33A|rapporti non aggressivi
33A1|salutare
33A11|scoprirsi il capo, togliersi il cappello
33A12|darsi la mano, 'dextrarum junctio'
33A13|incontrarsi
33A131|presentare
33A1311|biglietto da visita
33A132|riconoscere
33A14|abbracciarsi, baciare
33A15|mettere la mano sulla spalla di una persona
33A2|congedarsi
33A21|chiedere a qualcuno di non andarsene
33A3|fare visita; ricevere ospiti; compagnia scelta, raffinata
33A31|bussare alla porta
33A32|congratulazioni, felicitazioni
33A33|condoglianze
33A34|persona che arringa un gruppo, oratore
33A341|cantastorie; ascoltare un cantastorie
33A35|conversazione, dialogo; 'conversation piece'
33A350|'Conversatione' (Ripa)
33A39|cattiva compagnia, compagnia dissoluta
33A4|portare doni; scambiarsi doni
33A41|accettare regali
33A49|rifiutare regali
33A5|amici
33A51|amicizia unilaterale
33A52|mano sulla spalla (amici)
33A53|a braccetto (amici)
33A54|'album amicorum', 'Stammbuch'
33A58|riconciliazione
33A59|cattivi compagni
33A6|salvare un uomo in pericolo
33A61|prestare aiuto (a un uomo in pericolo)
33A610|'Ajuto', 'Soccorso' (Ripa)
33A62|liberare (un uomo in pericolo)
33A7|rapporto di vicinanza o prossimità
33A71|socio
33A711|soci ineguali
33A8|in due, in coppia
33A81|associarsi, far lega
33B|rapporti aggressivi, inimicizia, animosità
33B1|lite, discussione
33B10|'Lite' (Ripa)
33B11|deridere, insultare; stuzzicare, molestare
33B111|fare marameo (tenere il pollice al naso aprendo le dita)
33B12|accusare
33B13|diffamazione
33B14|comportamento, atteggiamento minaccioso, di sfida
33B2|duellare
33B3|combattere
33B31|prendere a pugni
33B32|prendere a calci
33B33|schiaffo
33B4|rapimento
33B41|ratto, rapimento di un bambino
33B5|nemico
33B51|avversario
33B6|uccidere ~ rapporti aggressivi
33B60|'Homicidio' (Ripa)
33B9|fuga, correre via; inseguire
33B90|'Fuga', 'Fuga popolare', 'Persecutione' (Ripa)
33B91|nascondersi
33C|relazioni tra i sessi
33C1|influenza nociva, fatale, di donne; 'femmes fatales'
33C11|Aristotele e Pancaspe (Fillide)
33C12|Virgilio sospeso nel cesto
33C121|vendetta di Virgilio; un uomo accende una candela alle spalle della fanciulla (Fillide)
33C13|Alessandro e Candace
33C2|amanti; corteggiare, amoreggiare
33C21|corteggiare
33C211|amore a prima vista
33C2111|guardare la persona amata addormentata
33C212|dare un appuntamento
33C2121|amante con una lettera d'amore
33C213|fare una serenata alla persona amata
33C214|offrire doni alla persona amata
33C2141|giorno di san Valentino
33C215|amante coronato con un serto
33C216|uno dei due amanti da solo (p.es. che brama l'amato
33C2161|amante (uomo) solo (p.es. che brama l'amata)
33C2162|amante (donna) sola (p.es. che brama l'amato)
33C217|amore segreto
33C2171|amore segreto che viene scoperto
33C218|amore che si risveglia
33C219|insuccesso amoroso; seduzione
33C22|incontro di amanti
33C221|uno dei due amanti aspetta l'altro
33C222|uomo (amante) che entra dalla finestra
33C2221|amante issato in un cesto
33C223|amanti rinchiudono il luogo d'incontro
33C224|amanti incidono un cuore e le iniziali su un oggetto, p.es. un tronco d'albero
33C2241|soltanto le firme (degli amanti) incise
33C225|separazione, congedo (di amanti
33C226|interruzione di un incontro, amanti colti di sorpresa
33C2261|guardia, stare di guardia ~ incontro amoroso
33C2262|amanti spiati
33C227|amanti riuniti da una terza persona
33C229|amante scacciato; essere piantato, abbandonato
33C2291|svuotare il vaso da notte addosso all'amante ~ amante scacciato
33C23|coppia di amanti
33C231|(amanti) a braccetto
33C232|(amanti) che si baciano
33C2321|(amanti) che baciano la mano
33C233|(amanti) che si abbracciano, 'symplegma'
33C234|(amanti) che si accarezzano
33C2340|'Carezze amatorie' (Ripa)
33C235|zuffa per motivi amorosi
33C236|bisticcio, litigio, broncio tra amanti
