2|Natur
25FF72(MUREX)|Mollusken: Stachelschnecke - FF - Fabeltiere
25FF72(MUSSEL)|Mollusken: Muschel - FF - Fabeltiere
25FF72(NAUTILUS)|Mollusken: Nautilus - FF - Fabeltiere
25FF72(OCTOPUS)|Mollusken: Krake - FF - Fabeltiere
25FF72(OYSTER)|Mollusken: Auster - FF - Fabeltiere
25FF72(POLYP)|Mollusken: Polyp - FF - Fabeltiere
25FF72(SNAIL)|Mollusken: Schnecke - FF - Fabeltiere
25FF72(SQUID)|Mollusken: Kalmar - FF - Fabeltiere
25FF73|Würmer - FF - Fabeltiere
25FF73(...)|Würmer (mit NAMEN) - FF - Fabeltiere
25FF74|Stachelhäuter - FF - Fabeltiere
25FF74(...)|Stachelhäuter (mit NAMEN) - FF - Fabeltiere
25FF74(SEA-URCHIN)|Stachelhäuter: Seeigel - FF - Fabeltiere
25FF74(STARFISH)|Stachelhäuter: Seestern - FF - Fabeltiere
25FF75|Hohltiere - FF - Fabeltiere
25FF75(...)|Hohltiere (mit NAMEN) - FF - Fabeltiere
25FF75(CORAL)|Hohltiere: Koralle - FF - Fabeltiere
25FF75(JELLY-FISH)|Hohltiere: Qualle - FF - Fabeltiere
25FF75(SPONGE)|Hohltiere: Schwamm - FF - Fabeltiere
25FF76|Einzeller, Bakterien, Bazillen - FF - Fabeltiere
25FF8|Fabeltiere ~ausgestorbene Tiere
25FF8(...)|ausgestorbene Tiere (mit NAMEN) - FF - Fabeltiere
25FF81|vorgeschichtliche Tiere - FF - Fabeltiere
25FF82|versteinerte Tiere - FF - Fabeltiere
25FF9|andere Fabeltiere (die nicht unter 25 FF 2 - 25 FF 7 erfasst werden)
25FF91|außergewöhnlich große Ungeheuer - FF - Fabeltiere
25FF92|außergewöhnlich kleine Ungeheuer - FF - Fabeltiere
25FF93|Mehrlingsgeburt mißgestalteter Tiere bzw. von Ungeheuern - FF - Fabeltiere
25FF94|Ungeheuer mit fehlenden Körperteilen - FF - Fabeltiere
25FF95|Ungeheuer mit außergewöhnlich großen Körperteilen - FF - Fabeltiere
25FF951|dreiköpfiges Tier - FF - Fabeltiere
25FF952|zweileibige Tiere (mit zwei Körpern und einem einzigen Kopf) - FF - Fabeltiere
25FF96|Ungeheuer mit Gliedmaßen, Organen etc. an ungewöhnlichen Körperstellen - FF - Fabeltiere
25FF97|Ungeheuer mit Körperteilen, Gliedmaßen, Organen etc. von außergewöhnlicher Form - FF - Fabeltiere
25FF971|Ungeheuer mit außergewöhnlich großen Körperteilen, Gliedmaßen, Organen etc. - FF - Fabeltiere
25FF972|Ungeheuer mit außergewöhnlich kleinen Körperteilen, Gliedmaßen, Organen etc. - FF - Fabeltiere
25G|Pflanzen, Vegetation
25G1|Pflanzen (allgemein)
25G11|Baumgruppen
25G12|Gruppen von Sträuchern
25G13|Gruppen verschiedener Pflanzen (Kräuter)
25G14|Gruppen verschiedener niederer Pflanzen
25G2|pflanzliche Erzeugnisse, Produkte
25G21|Früchte
25G21(...)|Früchte (mit NAMEN)
25G21(ACORN)|Früchte: Eichel
25G21(ALMOND)|Früchte: Mandel
25G21(APPLE)|Früchte: Apfel
25G21(BEANS)|Früchte: Bohnen
25G21(BILBERRY)|Früchte: Heidelbeere, Blaubeere
25G21(BLACKBERRY)|Früchte: Brombeer
25G21(CHERRY)|Früchte: Kirsche
25G21(CHESTNUT)|Früchte: Kastanie
25G21(FIG)|Früchte: Feige
25G21(GOURD)|Früchte: Kürbis
25G21(HAZELNUT)|Früchte: Haselnuß
25G21(KAKI PERSIMMON)|Früchte: Kaki
25G21(LEMON)|Früchte: Zitrone
25G21(MEDLAR)|Früchte: Mispel
25G21(MELON)|Früchte: Melone
25G21(MULBERRY)|Früchte: Maulbeere
25G21(NUTS)|Früchte: Nüsse
25G21(OLIVE)|Früchte: Olive
25G21(ORANGE)|Früchte: Orange, Apfelsine
25G21(PEACH)|Früchte: Pfirsich
25G21(PEAR)|Früchte: Birne
25G21(PINE-CONE)|Früchte: Kiefernzapfen
25G21(PINEAPPLE)|Früchte: Ananas
25G21(PLUM)|Früchte: Pflaume
25G21(POMEGRANATE)|Früchte: Granatapfel
25G21(PUMPKIN)|Früchte: Kürbis
25G21(QUINCE)|Früchte: Quitte
25G21(RASPBERRY)|Früchte: Himbeere
25G21(SPRUCE-CONE)|Fichtenzapfen
25G21(STRAWBERRY)|Früchte: Erdbeere
25G21(WALNUT)|Früchte: Walnuß
25G211|Teile einer Frucht
25G211(...)|Teile einer Frucht (mit NAMEN)
25G211(NUTSHELL)|Teile einer Frucht: Nußschale
25G2111|Samen
25G2111(...)|Samen (mit NAMEN)
25G2111(PEA)|Samen: Erbse
25G2111(THISTLE-SEED)|Distelsamen
25G22|pflanzliche Produkte (keine Früchte)
25G22(...)|pflanzliche Produkte (keine Früchte) (mit NAMEN)
25G22(ASPARAGUS)|pflanzliche Produkte (keine Früchte): Spargel
25G22(CINNAMON)|pflanzliche Produkte (keine Früchte): Zimt
25G22(ONION)|pflanzliche Produkte (keine Früchte): Zwiebel
25G22(RADISH)|pflanzliche Produkte (keine Früchte): Rettich
25G22(TURNIP)|pflanzliche Produkte (keine Früchte): Rübe
25G3|Bäume
25G3(...)|Bäume (mit NAMEN)
25G3(ACACIA)|Bäume: Akazie
25G3(ACER)|Bäume: Ahorne
25G3(ALDER)|Bäume: Erle
25G3(ALMOND-TREE)|Bäume: Mandelbaum
25G3(APPLE-TREE)|Bäume: Apfelbaum
25G3(ASH-TREE)|Bäume: Esche
25G3(AVOCADO)|Bäume: Avocadobaum
25G3(BEECH)|Bäume: Buche
25G3(BIRCH)|Bäume: Birke
25G3(CEDAR)|Bäume: Zeder
25G3(CHERRY-TREE)|Bäume: Kirschbaum
25G3(COCONUT-TREE)|Bäume: Kokospalme
25G3(CYPRESS)|Bäume: Zypresse
25G3(DATE-PALM)|Bäume: Dattelpalme
25G3(DRACENA)|Bäume: Drachenbaum
25G3(ELM)|Bäume: Ulme
25G3(FIG-TREE)|Bäume: Feigenbaum
25G3(FIR)|Bäume: Tanne
25G3(HOLM-OAK)|Bäume: Steineiche
25G3(INDIAN BANYAN)|Bäume: Indische banyan
25G3(LAUREL)|Bäume: Lorbeerbaum
25G3(LEMON-TREE)|Baüme: Zitronenbaum
25G3(LINDEN)|Bäume: Linde
25G3(MULBERRY-TREE)|Bäume: Maulbeerbaum
25G3(MYRRH-TREE)|Bäume: Balsambaum
25G3(OAK)|Bäume: Eiche
25G3(OLEASTER)|Bäume: Oleaster
25G3(OLIVE-TREE)|Bäume: Ölbaum
25G3(ORANGE-TREE)|Bäume: Orangenbaum
25G3(PALM-TREE)|Bäume: Palme
25G3(PEACH-TREE)|Bäume: Pfirsichbaum
25G3(PEAR-TREE)|Bäume (mit NAMEN)
25G3(PINE)|Bäume: Kiefer
25G3(PLANE-TREE)|Bäume: Platane
25G3(PLUM-TREE)|Bäume: Pflaumenbaum
25G3(POMEGRANATE-TREE)|Bäume: Granatapfelbaum
25G3(POPLAR)|Bäume: Pappel
25G3(QUINCE-TREE)|Bäume: Quittenbaum
25G3(SPRUCE)|Bäume: Fichte
25G3(STINKING BEAN TREFOIL)|Bäume: Stinkbaum
25G3(WALNUT-TREE)|Bäume: Walnußbaum
25G3(WHITE POPLAR)|Bäume: Silberpappel
25G3(WILLOW)|Bäume: Weide
25G3(YEW)|Bäume: Eibe
25G31|Sträucher
25G31(...)|Sträucher (mit NAMEN)
25G31(BLACKBERRY-BUSH)|Sträucher: Brombeerstrauch
25G31(BOX)|Sträucher: Buchsbaum
25G31(BROOM)|Sträucher: Ginster
25G31(BUCKTHORN)|Sträucher: Wegdorn
25G31(HAZEL)|Sträucher: Haselnußstrauch
25G31(JUNIPER)|Sträucher: Wacholderstrauch
25G31(MYRTLE)|Sträucher: Myrtenstrauch
25G31(OLEANDER)|Sträucher: Oleander
25G31(PRIVET)|Sträucher: Liguster
25G31(ROSE-BUSH)|Sträucher: Rosenstrauch
25G39|ein Baum als schematische Darstellung von Beziehungen, Diagramm in Form eines Baums
25G391|Philosophischer Baum (Arbor philosophicus) ~ Alchemie
25G4|Pflanzen und Kräuter
25G4(...)|Pflanzen und Kräuter (mit NAMEN)
25G4(ACANTHUS)|Pflanzen und Kräuter: Akanthus
25G4(ALOE)|Pflanzen und Kräuter: Aloe
25G4(AMARANTH)|Pflanzen und Kräuter: Amarant
25G4(ARTICHOKE)|Pflanzen und Kräuter: Artischocke
25G4(BARLEY)|Pflanzen und Kräuter: Gerste
25G4(BASIL)|Pflanzen und Kräuter: Ocimum
25G4(BEAN)|Pflanzen und Kräuter: Bohnengewächs
25G4(CABBAGE)|Pflanzen und Kräuter: Kohlpflanze
25G4(CACTUS)|Pflanzen und Kräuter: Kaktus
25G4(CAMOMILE)|Pflanzen und Kräuter: Kamille
25G4(CHONDRILLA)|Pflanzen und Kräuter: Chondrilla
25G4(CLOVER)|Pflanzen und Kräuter: Klee
25G4(DICTAMNUS)|Pflanzen und Kräuter: Dictamnus
25G4(FIELD ERYNGO)|Pflanzen und Kräuter: Mannstreu
25G4(FLEA-BANE)|Pflanzen und Kräuter: Flohkraut
25G4(GARLIC)|Pflanzen und Kräuter: Knoblauch
25G4(GERMANDER)|Pflanzen und Kräuter: Gamander
25G4(GIANT FENNEL)|Pflanzen und Kräuter: Gemeines Steckenkraut, Fenchel
25G4(GROUNDSEL)|Pflanzen und Kräuter: Kreuzkraut
25G4(HELLEBORE)|Pflanzen und Kräuter: Nieswurz
25G4(HEMLOCK)|Pflanzen und Kräuter: Schierling
25G4(HENBANE)|Pflanzen und Kräuter: Bilsenkraut
25G4(HOP)|Pflanzen und Kräuter: Hopfen
25G4(HOUSELEEK)|Pflanzen und Kräuter: Hauslauch, Dachwurz
25G4(HYSSOP)|Pflanzen und Kräuter: Ysop
25G4(IVY)|Pflanzen und Kräuter: Efeu
25G4(LETTUCE)|Pflanzen und Kräuter: Lattich, Kopfsalat
25G4(LOTUS)|Pflanzen und Kräuter: Lotus
25G4(LUPIN)|Pflanzen und Kräuter: Lupine
25G4(MANDRAKE)|Pflanzen und Kräuter: Alraune
25G4(MARJORAM)|Pflanzen und Kräuter: Majoran
25G4(MINT)|Pflanzen und Kräuter: Minze
25G4(MISTLETOE)|Pflanzen und Kräuter: Mistel
25G4(NETTLE)|Pflanzen und Kräuter: Nessel
25G4(ORIGANUM)|Pflanzen und Kräuter: Oregano
25G4(PARSLEY)|Pflanzen und Kräuter: Petersilie
25G4(PEA)|Pflanzen und Kräuter: Erbse
25G4(PENNYROYAL)|Pflanzen und Kräuter: Flohkraut
25G4(PEONY)|Pflanzen und Kräuter: Pfingstrose
25G4(PUMPKIN)|Pflanzen und Kräuter: Kürbis
25G4(REED)|Pflanzen und Kräuter: Schilf
25G4(ROCKET)|Pflanzen und Kräuter: Nachtviole
25G4(RUE)|Pflanzen und Kräuter: Gartenraute
25G4(SAFFRON)|Pflanzen und Kräuter: Saffran
25G4(SAGE)|Pflanzen und Kräuter: Salbei
25G4(SAVORY)|Pflanzen und Kräuter: Bohnenkraut
25G4(STINGING-NETTLE)|Pflanzen und Kräuter: Brennessel
25G4(STRAWBERRY)|Pflanzen und Kräuter: Erdbeerstaude
25G4(SUNDEW)|Pflanzen und Kräuter: Sonnentau
25G4(THISTLE)|Pflanzen und Kräuter: Distel
25G4(THYME)|Pflanzen und Kräuter: Thymian
25G4(WATER-HEMLOCK)|Pflanzen und Kräuter: Wasserschierling
25G4(WHEAT)|Pflanzen und Kräuter: Weizen
25G4(WORMWOOD)|Pflanzen und Kräuter: Wermut
25G41|Blumen
25G41(...)|Blumen (mit NAMEN)
25G41(ALMOND-BLOSSOM)|Blumen: Mandelblüte
25G41(ANEMONE)|Blumen: Anemone
25G41(BUTTERCUP)|Blumen: Butterblume
25G41(CARNATION)|Blumen: Nelke
25G41(COLUMBINE)|Blumen: Akelei
25G41(CORNFLOWER)|Blumen: Kornblume
25G41(CROCUS)|Blumen: Krokus
25G41(HELIOTROPE)|Blumen: Heliotrop
25G41(HYACINTH)|Blumen: Hyazinthe
25G41(IMMORTELLE)|Blumen: Immortelle, Strohblume
25G41(LILY)|Blumen: Lilie
25G41(LOTUS)|Blumen: Lotusblume
25G41(NARCISSUS)|Blumen: Narzisse
25G41(ORCHID)|Blumen: Orchidee
25G41(PETUNIA)|Blumen: Petunie
25G41(POPPY)|Blumen: Mohnblume
25G41(ROSE)|Blumen: Rose
25G41(SUNFLOWER)|Blumen: Sonnenblume
25G41(TULIP)|Blumen: Tulpe
25G41(VIOLET)|Blumen: Veilchen
25G41(WATER-LILY)|Blumen: Wasserlilie
25G411|Schnittblumen; Blumenstrauß
25G411(...)|Schnittblumen; Blumenstrauß (mit NAMEN)
25G4111|Kranz, Girlande
25G412|getrocknete Blumen
25G412(...)|getrocknete Blumen (mit NAMEN)
25G49|künstliche Pflanzen und Blumen
25G5|niedere Pflanzen
25G51|Farne
25G52|Moose
25G53|Algen, Seetang
25G54|Pilze, Schwämme
25G541|(Ständer-)Pilze
25G55|Flechten
25G56|andere niedere Pflanzen
25G56(...)|andere niedere Pflanzen (mit NAMEN)
25G6|ausgestorbene Pflanzen
25G6(...)|ausgestorbene Pflanzen (mit NAMEN)
25G61|vorgeschichtliche Pflanzen
25G62|fossile Pflanzen
25G7|Blumensprache
25GG|Phantasiepflanzen, erfundene Vegetation
25GG1|Phantasiepflanzen (allgemein)
25GG11|Gruppen von Phantasiebäumen
25GG12|Gruppen von Phantasiesträuchern
25GG13|Gruppen von Phantasiepflanzen
25GG14|Gruppen von phantastischen niederen Pflanzen
25GG2|Produkte von Phantasiepflanzen (allgemein)
25GG21|Früchte von Phantasiepflanzen
25GG21(...)|Früchte von Phantasiepflanzen (mit NAMEN)
25GG21(ACORN)|Früchte: Eichel - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(ALMOND)|Früchte: Mandel - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(APPLE)|Früchte: Apfel - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(BEANS)|Früchte: Bohnen - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(BILBERRY)|Früchte: Heidelbeere, Blaubeere - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(CHERRY)|Früchte: Kirsche - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(CHESTNUT)|Früchte: Kastanie - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(FIG)|Früchte: Feige - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(GOURD)|Früchte: Kürbis - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(HAZELNUT)|Früchte: Haselnuß - GG - Phantasiepflanzen, erfundene Vegetation 
25GG21(LEMON)|Früchte: Zitrone - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(MEDLAR)|Früchte: Mispel - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(MELON)|Früchte: Melone - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(NUTS)|Früchte: Nüsse - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(PEACH)|Früchte: Pfirsich - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(PEAR)|Früchte: Birne - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(PINE-CONE)|Früchte: Kiefernzapfen - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(PINEAPPLE)|Früchte: Ananas - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(PLUM)|Früchte: Pflaume - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(POMEGRANATE)|Früchte: Granatapfel - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(PUMPKIN)|Früchte: Kürbis - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(QUINCE)|Früchte: Quitte - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(SPRUCE-CONE)|Fichtenzapfen - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(STRAWBERRY)|Früchte: Erdbeere - GG - Phantasiepflanzen, erfundene Vegetation
25GG21(WALNUT)|Früchte: Walnuß - GG - Phantasiepflanzen, erfundene Vegetation
25GG211|Teile einer Frucht einer Phantasiepflanze
25GG211(...)|Teile einer Frucht einer Phantasiepflanze (mit NAMEN)
25GG211(NUTSHELL)|Teile einer Frucht: Nußschale - GG - Phantasiepflanzen, erfundene Vegetation
25GG2111|Samen einer Phantasiepflanze
25GG2111(...)|Samen einer Phantasiepflanze (mit NAMEN)
25GG2111(PEA)|Samen: Erbse - GG - Phantasiepflanzen, erfundene Vegetation
25GG2111(THISTLE-SEED)|Distelsamen - GG - Phantasiepflanzen, erfundene Vegetation
25GG22|Produkte (keine Früchte) von Phantasiepflanzen oder-bäumen
25GG22(...)|Produkte (keine Früchte) von Phantasiepflanzen oder -bäumen
25GG22(ASPARAGUS)|pflanzliche Produkte (keine Früchte): Spargel - GG - Phantasiepflanzen, erfundene Vegetation
25GG22(CINNAMON)|pflanzliche Produkte (keine Früchte): Zimt - GG - Phantasiepflanzen, erfundene Vegetation
25GG22(ONION)|pflanzliche Produkte (keine Früchte): Zwiebel - GG - Phantasiepflanzen, erfundene Vegetation
25GG22(RADISH)|pflanzliche Produkte (keine Früchte): Rettich - GG - Phantasiepflanzen, erfundene Vegetation
25GG22(TURNIP)|pflanzliche Produkte (keine Früchte): Rübe - GG - Phantasiepflanzen, erfundene Vegetation
25GG3|Phantasiebäume
25GG3(...)|Phantasiebäume (mit NAMEN)
25GG3(ACACIA)|Bäume: Akazie - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(ALDER)|Bäume: Erle - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(ALMOND-TREE)|Bäume: Mandelbaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(APPLE-TREE)|Bäume: Apfelbaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(AVOCADO)|Bäume: Avocadobaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(BEECH)|Bäume: Buche - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(BIRCH)|Bäume: Birke - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(CEDAR)|Bäume: Zeder - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(COCONUT-TREE)|Bäume: Kokospalme - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(CYPRESS)|Bäume: Zypresse - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(DATE-PALM)|Bäume: Dattelpalme - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(DRACENA)|Bäume: Drachenbaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(ELM)|Bäume: Ulme - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(FIG-TREE)|Bäume: Feigenbaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(FIR)|Bäume: Tanne - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(HOLM-OAK)|Bäume: Steineiche - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(LAUREL)|Bäume: Lorbeerbaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(LEMON-TREE)|Baüme: Zitronenbaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(LINDEN)|Bäume: Linde - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(MULBERRY-TREE)|Bäume: Maulbeerbaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(MYRRH-TREE)|Bäume: Balsambaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(OAK)|Bäume: Eiche - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(OLIVE-TREE)|Bäume: Ölbaum - GG - Phantasiepflanzen, erfundene Vegetation
25G3(ORANGE-TREE)|Bäume: Orangenbaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(PALM-TREE)|Bäume: Palme - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(PEACH-TREE)|Bäume: Pfirsichbaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(PINE)|Bäume: Kiefer - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(PLANE-TREE)|Bäume: Platane - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(POMEGRANATE-TREE)|Bäume: Granatapfelbaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(POPLAR)|Bäume: Pappel - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(QUINCE-TREE)|Bäume: Quittenbaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(SPRUCE)|Bäume: Fichte - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(STINKING BEAN TREFOIL)|Bäume: Stinkbaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(WALNUT-TREE)|Bäume: Walnußbaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(WHITE POPLAR)|Bäume: Silberpappel - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(WILLOW)|Bäume: Weide - GG - Phantasiepflanzen, erfundene Vegetation
25GG3(YEW)|Bäume: Eibe - GG - Phantasiepflanzen, erfundene Vegetation
25GG31|Phantasiesträucher
25GG31(...)|Phantasiesträucher (mit NAMEN)
25GG31(BLACKBERRY-BUSH)|Sträucher: Brombeerstrauch - GG - Phantasiepflanzen, erfundene Vegetation
25GG31(BOX)|Sträucher: Buchsbaum - GG - Phantasiepflanzen, erfundene Vegetation
25GG31(BROOM)|Sträucher: Ginster - GG - Phantasiepflanzen, erfundene Vegetation
25GG31(BUCKTHORN)|Sträucher: Wegdorn - GG - Phantasiepflanzen, erfundene Vegetation
25GG31(HAZEL)|Sträucher: Haselnußstrauch - GG - Phantasiepflanzen, erfundene Vegetation
25GG31(JUNIPER)|Sträucher: Wacholderstrauch - GG - Phantasiepflanzen, erfundene Vegetation
25GG31(MYRTLE)|Sträucher: Myrtenstrauch - GG - Phantasiepflanzen, erfundene Vegetation
25GG31(OLEANDER)|Sträucher: Oleander - GG - Phantasiepflanzen, erfundene Vegetation
25GG31(PRIVET)|Sträucher: Liguster - GG - Phantasiepflanzen, erfundene Vegetation
25GG31(ROSE-BUSH)|Sträucher: Rosenstrauch - GG - Phantasiepflanzen, erfundene Vegetation
25GG39|ein Baum als schematische Darstellung von Beziehungen, Diagramm in Form eines Baums - GG - Phantasiepflanzen, erfundene Vegetation
25GG4|Phantasiepflanzen und -kräuter
25GG4(...)|Phantasiepflanzen und -kräuter (mit NAMEN)
25GG4(ACANTHUS)|Pflanzen und Kräuter: Akanthus - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(ALOE)|Pflanzen und Kräuter: Aloe - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(AMARANTH)|Pflanzen und Kräuter: Amarant - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(ARTICHOKE)|Pflanzen und Kräuter: Artischocke - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(BARLEY)|Pflanzen und Kräuter: Gerste - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(BASIL)|Pflanzen und Kräuter: Ocimum - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(BEAN)|Pflanzen und Kräuter: Bohnengewächs - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(CABBAGE)|Pflanzen und Kräuter: Kohlpflanze - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(CAMOMILE)|Pflanzen und Kräuter: Kamille - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(CHONDRILLA)|Pflanzen und Kräuter: Chondrilla - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(CLOVER)|Pflanzen und Kräuter: Klee - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(DICTAMNUS)|Pflanzen und Kräuter: Dictamnus - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(FIELD ERYNGO)|Pflanzen und Kräuter: Mannstreu - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(FLEA-BANE)|Pflanzen und Kräuter: Flohkraut - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(GARLIC)|Pflanzen und Kräuter: Knoblauch - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(GERMANDER)|Pflanzen und Kräuter: Gamander - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(GIANT FENNEL)|Pflanzen und Kräuter: Gemeines Steckenkraut, Fenchel - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(GROUNDSEL)|Pflanzen und Kräuter: Kreuzkraut - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(HELLEBORE)|Pflanzen und Kräuter: Nieswurz - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(HEMLOCK)|Pflanzen und Kräuter: Schierling - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(HENBANE)|Pflanzen und Kräuter: Bilsenkraut - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(HOP)|Pflanzen und Kräuter: Hopfen - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(HOUSELEEK)|Pflanzen und Kräuter: Hauslauch, Dachwurz - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(HYSSOP)|Pflanzen und Kräuter: Ysop - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(IVY)|Pflanzen und Kräuter: Efeu - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(LETTUCE)|Pflanzen und Kräuter: Lattich, Kopfsalat - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(LUPIN)|Pflanzen und Kräuter: Lupine - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(MANDRAKE)|Pflanzen und Kräuter: Alraune - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(MARJORAM)|Pflanzen und Kräuter: Majoran - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(MISTLETOE)|Pflanzen und Kräuter: Mistel - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(NETTLE)|Pflanzen und Kräuter: Nessel - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(ORIGANUM)|Pflanzen und Kräuter: Oregano - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(PEA)|Pflanzen und Kräuter: Erbse - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(PENNYROYAL)|Pflanzen und Kräuter: Flohkraut - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(PEONY)|Pflanzen und Kräuter: Pfingstrose - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(PUMPKIN)|Pflanzen und Kräuter: Kürbis - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(REED)|Pflanzen und Kräuter: Schilf - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(ROCKET)|Pflanzen und Kräuter: Nachtviole - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(RUE)|Pflanzen und Kräuter: Gartenraute - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(SAFFRON)|Pflanzen und Kräuter: Saffran - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(SAGE)|Pflanzen und Kräuter: Salbei - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(STINGING-NETTLE)|Pflanzen und Kräuter: Brennessel - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(STRAWBERRY)|Pflanzen und Kräuter: Erdbeerstaude - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(SUNDEW)|Pflanzen und Kräuter: Sonnentau - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(THISTLE)|Pflanzen und Kräuter: Distel - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(THYME)|Pflanzen und Kräuter: Thymian - GG - Phantasiepflanzen, erfundene Vegetation
25GG4(WATER-HEMLOCK)|Pflanzen und Kräuter: Wasserschierling - GG - Phantasiepflanzen, erfundene Vegetation
