4|Gesellschaft, Zivilisation, Kultur
41C7431|Zigarettenetui
41C7432|Zigarettenpapier
41C7433|Zigarettenspitze
41C744|Schnupftabak
41C7441|Schnupftabaksdose
41C745|Kautabak
41C7451|andere Stimulantien, die gekaut werden
41C74511|Betel
41C74512|Kaugummi
41C75|Drogen
41C75(...)|Drogen (mit NAME)
41C75(HASHISH)|Drogen: Haschisch
41C751|Opium
41C7511|Opiumpfeife
41C7512|Opiumhölle
41C76|Wohlgerüche, Parfüms als Stimulantien, Drogen
41C761|Riechdose, -fläschchen
41C762|Räucherbüchse, -vase
41C9|Kannibalismus
41C91|Aassfresserei
41CC221|Koch - CC - Köchin
41CC25|Essen kochen - CC - im Freien
41CC251|rösten, grillen - CC - im Freien
41CC2511|(Brat-, Grill-)Spieß - CC - im Freien
41CC2512|Grill, Bratrost - CC - im Freien
41CC252|braten - CC - im Freien
41CC253|kochen - CC - im Freien
41CC254|Küchenfeuer - CC - im Freien
41CC2541|offenes Feuer, Feuerstelle, Herd (in der Küche) - CC - im Freien
41CC2542|Kochgerät, Herd - CC - im Freien
41CC2543|Backofen - CC - im Freien
41CC26|Zubereitung von Lebensmitteln - CC - im Freien
41CC261|Lebensmittel reinigen, putzen - CC - im Freien
41CC2611|Gemüse putzen, waschen - CC - im Freien
41CC2612|Früchte waschen, schälen - CC - im Freien
41CC26121|(halb-)geschälte Frucht, z.B. eine Zitrone - CC - im Freien
41CC2613|Geflügel oder kleine Tiere waschen, reinigen - CC - im Freien
41CC26131|gerupftes Geflügel - CC - im Freien
41CC262|Essen (auf)teilen - CC - im Freien
41CC2621|Fleisch schneiden - CC - im Freien
41CC2622|Brot in Scheiben schneiden - CC - im Freien
41CC263|vermischen, (ver)binden (Zubereitung von Lebensmitteln) - CC - im Freien
41CC2631|Teig oder Eierteig zubereiten - CC - im Freien
41CC264|glätten, schlagen (Zubereitung von Lebensmitteln) - CC - im Freien
41CC265|verzieren, dekorieren (zubereitung von Lebensmitteln) - CC - im Freien
41CC269|abwaschen - CC - im Freien
41CC4|Mahlzeit (im Familienkreis) - CC - im Freien
41CC41|Frühstück - CC - im Freien
41CC411|Morgenkaffee - CC - im Freien
41CC42|Mittagessen, Lunch - CC - im Freien
41CC421|Mittagstee - CC - im Freien
41CC4211|Teezeremonie - CC - im Freien
41CC422|Nachmittagstee - CC - im Freien
41CC43|Abendessen - CC - im Freien
41CC44|Nachtmahl - CC - im Freien
41CC5|kultisches Mahl, Festmahl, Bankett, Gastmahl - CC - im Freien
41CC50|Ripa: Convito - CC - im Freien
41CC51|Bankett einer vornehmen Gesellschaft - CC - im Freien
41CC52|Zecherei, Trinkgelage, Orgie - CC - im Freien
41CC520|Ripa: Crapula - CC - im Freien
41D|Mode, Kleidung
41D1|Mode
41D11|Modebilder
41D12|Modenschau
41D121|Model, Mannequin
41D122|Schaufensterfiguren
41D13|Modeheld
41D131|Dandy, Beau, Geck
41D1310|Ripa. Delitioso
41D1311|Dandy incroyable
41D132|elegant gekleidete Frau; belle
41D1321|merveilleuse: überaus modisch gekleidete Dame
41D14|Modedesigner
41D2|Kleidung, Tracht (Mantel, Umhang, Kleid, Festkleid, Haartracht, Hosen, Rock, Schürze, Schuhwerk, Spezialkleidung, Nachtgewänder, Accessoires
41D21|Kleidung, die den ganzen Körper bedeckt
41D21(...)|Kleidung, die den ganzen Körper bedeckt (mit NAMEN)
41D211|(Damen-)Kleid
41D211(...)|(Damen)Kleid (mit NAMEN)
41D211(BALL GOWN)|Kleid: Ballkleid
41D211(CHEMISE À LA REINE)|(Damen-)Kleid: chemise à la Reine
41D211(COURT GOWN)|(Damen-)Kleid: court gown
41D211(DAY DRESS)|(Damen-)Kleid: Day dress
41D211(DINNER DRESS)|(Damen-)Kleid: Dinner dress
41D211(EVENING DRESS)|(Damen-)Kleid: Abendkleid
41D211(MANTEAU)|(Damen-)Kleid: Manteau
41D211(MORNING DRESS)|(Damen-)Kleid: Morgenkleid
41D211(REDINGOTE)|(Damen-)Kleid: Redingote
41D211(ROBE VOLANTE)|(Damen-)Kleid: robe volante
41D211(ROBE À L'ANGLAISE)|(Damen-)Kleid: robe à l'anglaise
41D211(ROBE À LA CIRCASSIENNE)|(Damen-)Kleid: Robe à la circassienne
41D211(ROBE À LA FRANÇAISE)|(Damen-)Kleid: robe à la française
41D211(ROBE À LA LÉVITE)|(Damen-)Kleid: robe à la lévite
41D211(ROBE À LA POLONAISE)|(Damen-)Kleid: robe à la polonaise
41D211(WALKING DRESS)|(Damen-)Kleid: walking dress 
41D212|Jacke, Mantel, Umhang, Cape
41D2121|Jacke, Mantel
41D2121(...)|Jacke, Mantel (mit NAMEN)
41D2121(BOLERO)|Jacke, Mantel: Bolero
41D2121(CARACO)|Jacke, Mantel: Caraco
41D2121(OVERCOAT)|Jacke, Mantel: Surtout
41D21211|Hauskleidung
41D21211(...)|Hauskleidung (mit NAMEN)
41D21211(BANYAN)|Hauskleidung: Banyan
41D2122|Umhang, Cape
41D2122(...)|Umhang, Cape (mit NAMEN)
41D2122(MANTELET)|cape: Mantelet
41D213|Ensemble, bestehend aus mehreren Kleidungsstücken
41D213(...)|
41D213(SAILOR SUIT)|Ensemble, bestehend aus mehreren Kleidungsstücken: Matrosenanzug
41D22|Kopfbedeckungen und Kleidung für den Oberkörper
41D221|Kopfbedeckung
41D221(...)|Kopfbedeckung (mit NAMEN)
41D221(BERET)|Kopfbedeckung: Baskenmütze
41D221(BICORNE)|Kopfbedeckung: Zweispitz
41D221(BOATER)|Kopfbedeckung: Boater, Strohhut
41D221(BOWLER)|Kopfbedeckung: Melone
41D221(CAP)|Kopfbedeckung: Kappe
41D221(CLOCHE HAT)|Kopfbedeckung: Topfhut
41D221(FONTANGE)|Kopfbedeckung: Fontange
41D221(HAT)|Kopfbedeckung: Hut
41D221(HOOD)|Kopfbedeckung: Kapuze
41D221(MORNING CAP)|Kopfbedeckung: Bonnet du matin
41D221(TOP HAT)|Kopfbedeckung: Zylinder
41D221(TOQUE)|Kopfbedeckung: Toque
41D221(TRICORNE)|Kopfbedeckung: Dreispitz
41D221(TURBAN)|Kopfbedeckung: Turban
41D2211|Schleier
41D2212|phrygische Mütze
41D222|Bekleidungszubehör für den Hals, Schal, Halstuch
41D222(...)|Bekleidungszubehör für den Hals, Schal, Halstuch (mit NAMEN)
41D222(COLLAR)|Bekleidungszubehör für den Hals: Kragen
41D222(JABOT)|Bekleidungszubehör für den Hals: Jabot
41D223|Kleidung für den Oberkörper
41D223(...)|Kleidung für den Oberkörper (mit NAMEN)
41D223(BLOUSE)|Kleidung für den Oberkörper: Bluse
41D2231|Kleidungsstück, das die Brust oder das Dekolleté bedeckt
41D2231(...)|Kleidungsstück, das die Brust oder das Dekolleté bedeckt (mit NAMEN)
41D224|Ärmel
41D225|Handschuhe, Fäustlinge, etc.
41D225(...)|Handschuhe, Fäustlinge, etc. (mit NAMEN)
41D2251|manus velatae: die Hände sind von einem Tuch bedeckt
41D2252|Muff
41D23|Kleidung für den Unterkörper
41D231|Hosen, Hosenboden
41D231(...)|Hosen, Hosenboden (mit NAMEN)
41D2311|Hosenlatz, Hosenbeutel (Schutz der männlichen Genitalien)
41D232|Rock
41D232(...)|Rock (mit NAMEN)
41D2321|Schürze
41D233|Kleidungsstücke für Beine und Füße
41D2331|Strümpfe, Socken
41D2332|Schuhe, Sandalen
41D23321|Stiefel
41D23322|Pantoffeln
41D2333|Holzschuhe, Pantinen
41D2334|verschieden beschuhte Füße
41D23341|Schuh und Pantoffel (verschieden beschuhte Füße)
41D23342|ein Fuß beschuht, der andere barfuß
41D2335|Zubehör von Schuhen, z.B. Einlegesohle, Schuhlöffel, Schuhputzzeug
41D2339|barfuß
41D24|Kleidung für spezielle Zwecke
41D241|Kleidung für offizielle Anlässe
41D2411|Attribute von Würdenträgern
41D242|Partykleidung, festliche Kleidung
41D2421|Maskerade, Maskenball
41D2422|sich für ein Fest fein machen, verkleiden
41D2423|historisches Kostüm
41D24231|Kostüme für Festzüge
41D243|Arbeitskleidung
41D244|Phantasiekleidung
41D249|Kleidung für skulptierte Figuren
41D25|Unterwäsche und Nachtzeug
41D251|Unterwäsche
41D2511|Unterwäsche für den ganzen Körper
41D2511(...)|Unterwäsche für den ganzen Körper (mit NAMEN)
41D2512|Unterwäsche für den Oberkörper
41D2512(...)|Unterwäsche für den Oberkörper (mit NAMEN)
41D2512(CORSET)|Unterwäsche für den Oberkörper: Korsett
41D2513|Unterwäsche für den Unterkörper
41D2513(...)|Unterwäsche für den Unterkörper (mit NAMEN)
41D2513(BLOOMERS)|Unterwäsche für den Unterkörper: Bloomers
41D2513(CORSET)|Unterwäsche für den Unterkörper: Korsett
41D252|Nachtzeug
41D252(...)|Nachtzeug (mit NAMEN)
41D252(NIGHT-CAP)|Nachtzeug: Nachtmütze
41D252(NIGHT-GOWN)|Nachtzeug: Nachthemd
41D253|Polsterung und Fütterung (von Kleidung)
41D253(...)|Polsterung und Fütterung von Kleidung (mit NAMEN)
41D26|Accessoirs, Zubehör von Kleidung
41D26(...)|andere Accessoirs, Zubehör von Kleidung (mit NAMEN)
41D261|Taschentuch
41D262|Fächer
41D2621|Fächersprache
41D263|Wanderstab, Spazierstock
41D2631|Regenschirm
41D2632|Sonnenschirm
41D264|Verschlüsse an Kleidungsstücken
41D2641|Nadel
41D26411|Fibel, Spange, Sicherheitsnadel
41D2642|Knopf
41D26421|Kragenknopf, Manschettenknopf
41D2643|Haken und Öse; Druckknopf
41D2644|Schnalle
41D26441|Festhalter, Schließer
41D2645|Hosenträger
41D2646|Reissverschluss
41D265|geschmückte, verzierte Teile von Kleidungsstücken
41D2651|Stickerei
41D26511|golddurchwirkte Stickerei
41D26512|Stickerei mit Perlen
41D2652|Spitze (Handarbeit)
41D2653|Saum, Band, Borte
41D2654|Schleife (an einem Kleidungsstück)
41D2655|Mieder
41D2656|Gürtel, Gurt, Hosenbund
41D2657|Schulterriemen, Patronengurt
41D266|Schmuck, Juwelen
41D2661|Halskette
41D26611|Perle; Perlenhalskette
41D26612|Anhänger, Gehänge, Geschmeide, Medaillon (breloque)
41D2662|Armband, Armreif
41D26621|Fußring
41D2663|Ohrringe
41D2664|Ring
41D2665|Brosche, Spange, Schnalle
41D2666|Diadem, Tiara
41D2668|Schmuckkasten
41D267|Börse, Geldbeutel
41D268|(Hand-)Tasche
41D268(...)|(Hand-)Tasche (mit NAMEN)
41D269|Maske aus schwarzem Samt oder Satin; Loup; Cachenez
41D27|Draperie, drapiertes Gewand, Gewandgebung
41D271|flatternder Gewandzipfel; sogenannter Pneumazipfel
41D28|Verkleidung, Maskierung
41D281|als Mann ge- oder verkleidete Frau; Travestie
41D282|als Frau ge- oder verkleideter Mann; Travestie
41D283|Maske
41D29|Lumpenkleidung
41D3|Volkstracht, regionale Tracht
41D4|Pflege und Reinigung von Kleidung; häusliches Nähen
41D41|Kleiderpflege, z.B. bürsten, ausklopfen, trocknen
41D411|aufgehängte Kleidungsstücke
41D4111|am Kleiderständer oder Kleiderbügel aufgehängte Kleidungsstücke
41D4112|an einer Stange aufgehängte(s) Kleidungsstück(e)
41D42|Kleidung waschen
41D421|Wäsche zum Trocknen aufhängen
41D4211|Wäsche abnehmen, herunternehmen
41D4212|Wäsche zum Trocknen auslegen
41D422|bleichen (nach dem Waschen)
41D423|mangeln
41D424|bügeln
41D4241|Bügeleisen
41D4242|Bügelbrett
41D425|Wäsche mit Dampf reinigen
41D426|Wäsche plätten
41D4261|(Wäsche-)Mangel
41D427|Zubehör und Werkzeuge bei der Reinigung und Wäsche von Kleidung; z.B. Wäscheklammer, Trockengestell, (leere) Wäscheleine
41D428|Gebäude oder Anbau, in dem Wäsche gewaschen wird
41D4281|Waschküche, Waschhaus, Wäscherei
41D4282|öffentliches Waschhaus, Waschplatz
41D43|Kleidung färben
41D44|häusliche Näharbeit; Ausbessern von Kleidung
41D441|nähen
41D4411|Nähnadel
41D4412|Nähkästchen
41D4413|Nähmaschine
41D442|Kleidung flicken, ausbessern
41D4421|stopfen, flicken
41D443|(andere Formen von) Handarbeit; z.B.: häkeln, stricken, sticken
41D9|sich unbekleidet, (fast) nackt zeigen
41D91|ein Mann zeigt sich unbekleidet, (fast) nackt
41D92|eine Frau zeigt sich unbekleidet, (fast) nackt
41D921|Dekolleté
41D93|unbekleidet gezeigt werden
41D94|Kleidung hochschürzen, hochstecken
41D99|sich seiner Nacktheit schämen
41D991|versuchen, seine Blöße zu bedecken
41DD121|Model, Mannequin - DD - männliches Model
41E|Stilleben mit verschiedenartigen Gegenständen
41E1|Stilleben mit verwandten Gegenständen
41E2|Trompe l'oeil
42|Familie, Abstammung
42A|Zeugung, Geburt und Kindheit
42A1|Zeugung und Schwangerschaft
42A11|Empfängnis, Schwängerung
42A12|schwangere Frau
42A121|Foetus
42A13|Behandlung und Verhalten einer schwangeren Frau
42A131|Arbeitserleichterungen für eine schwangere Frau
42A132|Übelkeit, Schwindelgefühl (einer schwangeren Frau)
42A133|spezielle Nahrung (für eine schwangere Frau)
42A134|eine schwangere Frau erlebt einen Schock; sogenannter mütterlicher Eindruck (niederländisch: verzien)
42A1341|Kind, das vom mütterlichen Eindruck gezeichnet ist
42A14|Vaterschaft
42A18|Fruchtbarkeit
42A19|Sterilität, unfruchtbare Frau
42A190|Ripa: Sterilità
42A191|Kinderwunsch
42A192|Methoden, um Schwangerschaft herbeizuführen und um Unfruchtbarkeit und Sterilität zu bekämpfen
42A193|Geburtenkontrolle
42A2|Niederkunft, Geburt
42A21|Entbindungsraum
42A211|gebärende Frau (liegend)
42A2111|gebärende Frau (hockend)
42A2112|gebärende Frau (im Gebärstuhl)
42A2119|komplizierte, ungewöhnliche Geburt
42A21191|Gebrauch einer Zange (komplizierte, ungewöhnliche Geburt)
42A21192|Kaiserschnitt (komplizierte, ungewöhnliche Geburt)
42A21193|Frühgeburt
42A21194|sogenannte Glückshaube (eines Neugeborenen)
42A212|das neugeborene Kind
42A2121|erster Atemzug, erster Schrei
42A2122|die Nabelschnur durchschneiden
42A2123|Plazenta
42A213|das neugeborene Kind wird dem Vater gezeigt
42A214|die erste Fürsorge für das neugeborene Kind
42A22|die junge Mutter besuchen; Besuch am Wochenbett
42A221|Bekanntmachung einer Geburt
42A23|Merkmale, die das Haus einer Wöchnerin kennzeichnen
42A24|Hebamme
42A241|Geburtshelfer
42A25|Säuglingsschwester
42A251|Stillstuhl, Pflegekorb (niederländisch: bakermat)
42A252|Baby in Windeln
42A2521|ein Baby wickeln
42A26|Zwillinge
42A261|siamesische Zwillinge
42A27|Drillinge, Vierlinge, Fünflinge etc.
42A27(...)|Drillinge, Vierlinge, Fünflinge (mit der ANZAHL der Geschwister)
42A28|vorgetäuschte Orte, an denen die (ungeborenen) Babys wachsen sollen
42A281|vorgetäuschte Überbringer von Kindern
42A2811|übernatürliche Wesen als Überbringer von Kindern
42A2812|Männer als Überbringer von Kindern
42A2813|Tiere als Überbringer von Kindern
42A29|Fehlgeburt, Abtreibung
42A291|Abtreiber(in)
42A299|eine Frau gebiert ein Tier oder Ungeheuer (legendarisch)
42A3|Mutter mit Baby oder kleinem Kind
42A30|Mutterschaft
42A31|stillen, säugen, die Brust geben
42A311|Amme
42A312|ein Kind wird von einem Tier gesäugt
42A32|ein Baby füttern
42A33|ein Baby waschen und trockenlegen
42A331|Windel (in Bezug zum Waschen und Trockenlegen des Kindes)
42A34|ein Baby baden
42A35|ein Baby ankleiden
42A351|ein Baby kämmen
42A36|die Mutter spielt mit dem Baby (streicheln, auf den Armen wiegen, summen)
42A361|das Baby schaukeln
42A362|Schlaflieder singen
42A37|ein schlafendes Kind betrachten
42A4|Säugling, Baby
42A41|Möbel für Babys
42A411|Wiege, Kinderbett
42A412|Kinderstuhl
42A413|Laufstall
42A42|Kinderwagen
42A421|andere Methoden, Kinder zu transportieren
42A4211|ein Kind auf dem Rücken tragen
42A4212|ein Kind rittlings auf sich sitzen lassen
42A4213|ein Kind auf dem Haupt tragen (in einer Wiege oder in einem Korb)
42A43|Zahnen (von Kindern)
42A431|der erste Zahn
42A432|Beißring
42A44|ein Kind entwöhnen
42A441|Schnuller
42A45|Rassel (Kinderspielzeug)
42A46|Fürsorge für Kinder
42A461|elterliche Fürsorge
42A462|Babysitter
42A5|ein Kind (zu Hause)
42A50|Ripa: Pueritia
42A51|Kleinkind
42A511|das Laufen erlernen; die ersten Schritte
42A5111|kriechen, krabbeln (ein Kleinkind lernt das Laufen)
42A5112|Werkzeuge zum Erlernen des Laufens: Laufwagen
42A5113|Kopfschützer (beim Erlernen des Laufens)
42A512|das Sprechen erlernen
42A52|spielendes Kleinkind; ein Kind, das sich mit sich selbst beschäftigt
42A53|Kinderhygiene
42A54|schlechte Angewohnheiten
42A541|Nägelkauen
42A542|am Daumen nuckeln
42A55|kindliche Sorgen, Leid in der Kindheit
42A551|ein Kind wird getröstet
42A552|ein Kind läuft fort, flieht
42A5521|Suche nach einem weggelaufenen Kind, Auffindung des Kindes
42A553|Rückkehr des weggelaufenen Kindes
42A56|Erziehung
42A561|die Größe eines Kindes messen
42A562|ein Kind verliert seine (Milch-)Zähne
42A57|Kinder führen Aufträge aus
42A571|ein Kind läuft, um einen Auftrag auszuführen
42A58|Struwwelpeter
42A59|Schwarzer Mann, Schreckgespenst
42AA19|Sterilität, unfruchtbare Frau - AA - zeugungsunfähiger Mann
42AA190|Ripa: Sterilità - AA - zeugungsunfähiger Mann
42AA191|Kinderwunsch - AA - zeugungsunfähiger Mann
42AA192|Methoden, um Schwangerschaft herbeizuführen und um Unfruchtbarkeit und Sterilität zu bekämpfen - AA - zeugungsunfähiger Mann
42AA213|das neugeborene Kind wird dem Vater gezeigt - AA - das neugeborene Kind wird der Mutter gezeigt
42AA36|die Mutter spielt mit dem Baby (streicheln, auf den Armen wiegen, summen) - AA - andere Personen als die Mutter spielen mit dem Baby
42AA361|das Baby schaukeln - AA - andere Personen als die Mutter spielen mit dem Baby
42AA362|Schlaflieder singen - AA - andere Personen als die Mutter spielen mit dem Baby
42AA46|Fürsorge für Kinder - AA - bei anderen Kindern
42AA461|elterliche Fürsorge - AA - bei anderen Kindern
42AA462|Babysitter - AA - bei anderen Kindern
42AA5|ein Kind (zu Hause) - AA - Mädchen
42AA50|Ripa: Pueritia - AA - Mädchen
42AA51|Kleinkind - AA - Mädchen
42AA511|das Laufen erlernen; die ersten Schritte - AA - Mädchen
42AA5111|kriechen, krabbeln (ein Kleinkind lernt das Laufen) - AA - Mädchen
42AA5112|Werkzeuge zum Erlernen des Laufens: Laufwagen - AA - Mädchen
42AA5113|Kopfschützer (beim Erlernen des Laufens) - AA - Mädchen
42AA512|das Sprechen erlernen - AA - Mädchen
42AA52|spielendes Kleinkind; ein Kind, das sich mit sich selbst beschäftigt - AA - Mädchen
42AA53|Kinderhygiene - AA - Mädchen
42AA54|schlechte Angewohnheiten - AA - Mädchen
42AA541|Nägelkauen - AA - Mädchen
42AA542|am Daumen nuckeln - AA - Mädchen
42AA55|kindliche Sorgen, Leid in der Kindheit - AA - Mädchen
42AA551|ein Kind wird getröstet - AA - Mädchen
42AA552|ein Kind läuft fort, flieht - AA - Mädchen
42AA5521|Suche nach einem weggelaufenen Kind, Auffindung des Kindes - AA - Mädchen
42AA553|Rückkehr des weggelaufenen Kindes - AA - Mädchen
42AA56|Erziehung - AA - Mädchen
42AA561|die Größe eines Kindes messen - AA - Mädchen
42AA562|ein Kind verliert seine (Milch-)Zähne - AA - Mädchen
42AA57|Kinder führen Aufträge aus - AA - Mädchen
42AA571|ein Kind läuft, um einen Auftrag auszuführen - AA - Mädchen
42AA58|Struwwelpeter - AA - Mädchen
42AA59|Schwarzer Mann, Schreckgespenst - AA - Mädchen
42B|Eltern mit ihren Kindern
42B1|elterliche Liebe
42B11|väterliche Liebe
42B111|Vater mit Sohn bzw. Söhnen (väterliche Liebe)
42B112|Vater mit Tochter bzw. Töchtern
42B113|Vater mit Sohn (Söhnen) und Tochter (Töchtern) (väterliche Liebe)
42B12|Mutterliebe
42B121|Mutter mit Sohn bzw. Söhnen (Mutterliebe)
42B122|Mutter mit Tochter bzw. Töchtern (Mutterliebe)
42B123|Mutter mit Sohn (Söhnen) und Tochter (Töchtern) (Mutterliebe)
42B2|mangelnde bzw. fehlende elterliche Liebe
42B20|Ripa: Oblivione d'amore verso i figliuoli
42B21|ein Kind verleugnen
42B22|Pflegeeltern
42B221|Stiefvater
42B222|Stiefmutter
42B29|Eltern töten ihr Kind
42B3|Findelkind (und seine Adoption)
42B31|ein Kind aussetzen
42B311|ein Kind wird seiner Mutter weggenommen, entrissen
42B312|ein (neugeborenes) Kind durch ein anderes Kind ersetzen, austauschen
42B32|ein ausgesetztes Kind auffinden
42B321|Adoption eines Kindes
42B3210|Ripa: Adottione
42B322|Legitimation unehelicher Kinder bei einer Heirat
42B33|das Findelkind oder Adoptivkind und seine Pflegeeltern
42B34|das Findelkind oder Adoptivkind sucht nach seinen wahren Eltern
42B35|das Wiedererkennen des Findelkindes durch seine Eltern
42B351|Mittel zur Identifikation (eines Findelkindes)
42B36|uneheliches Kind, Bastard
42B361|Vaterschaftsklage
42B362|unverheiratete Mutter
42B4|Kindesliebe, Liebe der Kinder zu ihren Eltern; Pietas filiorum
42B40|Ripa: Pietà de figliuoli verso il padre
42B41|Pero säugt Cimon (Caritas romana)
42B42|eine Tochter säugt ihre alte Mutter (Variation der Caritas romana)
42B43|Eltern werden gerettet (manchmal werden sie von ihren Kindern auf dem Rücken getragen)
42B5|mangelnde bzw. fehlende Kindesliebe
42B51|arme Eltern, reiche Kinder (mangelnde bzw. fehlende Kindesliebe)
42B52|Geschichte von der Pferdedecke (mangelnde bzw. fehlende Kindesliebe)
42B53|das Schießen auf den Leichnam des Vaters: zwei streitende Erben werden von einem Richter gezwungen, einen Pfeil auf den Leichnam des Vaters zu schießen; der falsche Erbe zögert nicht, während der wahre Erbe sich weigert, auf seinen Vater zu schießen
42B54|parricide, Tötung der Eltern
42B541|den eigenen Vater töten
42B542|die eigene Mutter töten
42B6|Waise
42B61|Vormund
42B610|Ripa: Tutela
42B7|Familienleben
42B71|Familienleben zu Hause
42B72|die Familie auf Reisen, in den Ferien
42B73|Familienleben in anderer Umgebung als zu Hause oder in den Ferien
42B74|Familiengruppe, insbesondere Eltern mit ihren Kindern
42B74(...)|Familiengruppe, insbesondere Eltern mit ihren Kindern (mit ANZAHL der Kinder)
42B741|Vater und Kind(er), Mann und Kind(er) (Familiengruppe)
42B741(...)|Familiengruppe: Vater und Kind(er), Mann und Kind(er) (mit ANZAHL der Kinder)
42B7411|Vater und Sohn bzw. Söhne (Familiengruppe)
42B7411(...)|Familiengruppe: Vater und Sohn bzw. Söhne (mit ANZAHL der Söhne)
42B7412|Vater und Tochter bzw. Töchter (Familiengruppe)
42B7412(...)|Familiengruppe: Vater und Tochter bzw. Töchter (mit Anzahl der Töchter)
42B742|Mutter und Kind(er), Frau und Kind(er) (Familiengruppe)
42B742(...)|Familiengruppe: Mutter und Kind(er), Frau und Kind(er) (mit ANZAHL der Kinder)
42B7421|Mutter und Sohn bzw. Söhne (Familiengruppe)
42B7421(...)|Familiengruppe: Mutter und Sohn bzw. Söhne (mit ANZAHL der Söhne)
42B7422|Mutter und Tochter bzw. Töchter (Familiengruppe)
42B7422(...)|Familiengruppe: Mutter und Tochter bzw. Töchter (mit ANZAHL der Töchter)
